customer_id,customer_type,customer_name,date_of_birth,email,phone,address_line,city,state,country,postal_code,customer_segment,risk_tier,customer_status,created_date
CUST_SYN_000251,INDIVIDUAL,Synthetic Customer 000251,1971-12-09,customer000251@example.invalid,+1-555-0251,351 Fictional Avenue,Sample Ville,SV,DE,SYN0251,CORPORATE,HIGH,ACTIVE,2024-03-10
CUST_SYN_000252,BUSINESS,Synthetic Customer 000252,,customer000252@example.invalid,+1-555-0252,352 Fictional Avenue,Test Harbour,TH,SG,SYN0252,RETAIL,LOW,ACTIVE,2024-03-09
CUST_SYN_000253,INDIVIDUAL,Synthetic Customer 000253,1973-02-11,customer000253@example.invalid,+1-555-0253,353 Fictional Avenue,Example City,EX,US,SYN0253,SME,MEDIUM,ACTIVE,2024-03-08
CUST_SYN_000254,INDIVIDUAL,Synthetic Customer 000254,1974-03-12,customer000254@example.invalid,+1-555-0254,354 Fictional Avenue,Demo Borough,DM,GB,SYN0254,CORPORATE,HIGH,ACTIVE,2024-03-07
CUST_SYN_000255,INDIVIDUAL,Synthetic Customer 000255,1975-04-13,customer000255@example.invalid,+1-555-0255,355 Fictional Avenue,Sample Ville,SV,DE,SYN0255,RETAIL,LOW,ACTIVE,2024-03-06
CUST_SYN_000256,BUSINESS,Synthetic Customer 000256,,customer000256@example.invalid,+1-555-0256,356 Fictional Avenue,Test Harbour,TH,SG,SYN0256,SME,MEDIUM,ACTIVE,2024-03-05
CUST_SYN_000257,INDIVIDUAL,Synthetic Customer 000257,1977-06-15,customer000257@example.invalid,+1-555-0257,357 Fictional Avenue,Example City,EX,US,SYN0257,CORPORATE,HIGH,ACTIVE,2024-03-04
CUST_SYN_000258,INDIVIDUAL,Synthetic Customer 000258,1978-07-16,customer000258@example.invalid,+1-555-0258,358 Fictional Avenue,Demo Borough,DM,GB,SYN0258,RETAIL,LOW,ACTIVE,2024-03-03
CUST_SYN_000259,INDIVIDUAL,Synthetic Customer 000259,1979-08-17,customer000259@example.invalid,+1-555-0259,359 Fictional Avenue,Sample Ville,SV,DE,SYN0259,SME,MEDIUM,ACTIVE,2024-03-02
CUST_SYN_000260,BUSINESS,Synthetic Customer 000260,,customer000260@example.invalid,+1-555-0260,360 Fictional Avenue,Test Harbour,TH,SG,SYN0260,CORPORATE,HIGH,ACTIVE,2024-03-01
CUST_SYN_000261,INDIVIDUAL,Synthetic Customer 000261,1981-10-19,customer000261@example.invalid,+1-555-0261,361 Fictional Avenue,Example City,EX,US,SYN0261,RETAIL,LOW,ACTIVE,2024-02-29
CUST_SYN_000262,INDIVIDUAL,Synthetic Customer 000262,1982-11-20,customer000262@example.invalid,+1-555-0262,362 Fictional Avenue,Demo Borough,DM,GB,SYN0262,SME,MEDIUM,ACTIVE,2024-02-28
CUST_SYN_000263,INDIVIDUAL,Synthetic Customer 000263,1983-12-21,customer000263@example.invalid,+1-555-0263,363 Fictional Avenue,Sample Ville,SV,DE,SYN0263,CORPORATE,HIGH,ACTIVE,2024-02-27
CUST_SYN_000264,BUSINESS,Synthetic Customer 000264,,customer000264@example.invalid,+1-555-0264,364 Fictional Avenue,Test Harbour,TH,SG,SYN0264,RETAIL,LOW,ACTIVE,2024-02-26
CUST_SYN_000265,INDIVIDUAL,Synthetic Customer 000265,1985-02-23,customer000265@example.invalid,+1-555-0265,365 Fictional Avenue,Example City,EX,US,SYN0265,SME,MEDIUM,ACTIVE,2024-02-25
CUST_SYN_000266,INDIVIDUAL,Synthetic Customer 000266,1986-03-24,customer000266@example.invalid,+1-555-0266,366 Fictional Avenue,Demo Borough,DM,GB,SYN0266,CORPORATE,HIGH,ACTIVE,2024-02-24
CUST_SYN_000267,INDIVIDUAL,Synthetic Customer 000267,1987-04-25,customer000267@example.invalid,+1-555-0267,367 Fictional Avenue,Sample Ville,SV,DE,SYN0267,RETAIL,LOW,ACTIVE,2024-02-23
CUST_SYN_000268,BUSINESS,Synthetic Customer 000268,,customer000268@example.invalid,+1-555-0268,368 Fictional Avenue,Test Harbour,TH,SG,SYN0268,SME,MEDIUM,ACTIVE,2024-02-22
CUST_SYN_000269,INDIVIDUAL,Synthetic Customer 000269,1989-06-27,customer000269@example.invalid,+1-555-0269,369 Fictional Avenue,Example City,EX,US,SYN0269,CORPORATE,HIGH,ACTIVE,2024-02-21
CUST_SYN_000270,INDIVIDUAL,Synthetic Customer 000270,1990-07-01,customer000270@example.invalid,+1-555-0270,370 Fictional Avenue,Demo Borough,DM,GB,SYN0270,RETAIL,LOW,ACTIVE,2024-02-20
CUST_SYN_000271,INDIVIDUAL,Synthetic Customer 000271,1991-08-02,customer000271@example.invalid,+1-555-0271,371 Fictional Avenue,Sample Ville,SV,DE,SYN0271,SME,MEDIUM,ACTIVE,2024-02-19
CUST_SYN_000272,BUSINESS,Synthetic Customer 000272,,customer000272@example.invalid,+1-555-0272,372 Fictional Avenue,Test Harbour,TH,SG,SYN0272,CORPORATE,HIGH,ACTIVE,2024-02-18
CUST_SYN_000273,INDIVIDUAL,Synthetic Customer 000273,1993-10-04,customer000273@example.invalid,+1-555-0273,373 Fictional Avenue,Example City,EX,US,SYN0273,RETAIL,LOW,ACTIVE,2024-02-17
CUST_SYN_000274,INDIVIDUAL,Synthetic Customer 000274,1994-11-05,customer000274@example.invalid,+1-555-0274,374 Fictional Avenue,Demo Borough,DM,GB,SYN0274,SME,MEDIUM,ACTIVE,2024-02-16
CUST_SYN_000275,INDIVIDUAL,Synthetic Customer 000275,1995-12-06,customer000275@example.invalid,+1-555-0275,375 Fictional Avenue,Sample Ville,SV,DE,SYN0275,CORPORATE,HIGH,ACTIVE,2024-02-15
CUST_SYN_000276,BUSINESS,Synthetic Customer 000276,,customer000276@example.invalid,+1-555-0276,376 Fictional Avenue,Test Harbour,TH,SG,SYN0276,RETAIL,LOW,ACTIVE,2024-02-14
CUST_SYN_000277,INDIVIDUAL,Synthetic Customer 000277,1997-02-08,customer000277@example.invalid,+1-555-0277,377 Fictional Avenue,Example City,EX,US,SYN0277,SME,MEDIUM,ACTIVE,2024-02-13
CUST_SYN_000278,INDIVIDUAL,Synthetic Customer 000278,1998-03-09,customer000278@example.invalid,+1-555-0278,378 Fictional Avenue,Demo Borough,DM,GB,SYN0278,CORPORATE,HIGH,ACTIVE,2024-02-12
CUST_SYN_000279,INDIVIDUAL,Synthetic Customer 000279,1999-04-10,customer000279@example.invalid,+1-555-0279,379 Fictional Avenue,Sample Ville,SV,DE,SYN0279,RETAIL,LOW,ACTIVE,2024-02-11
CUST_SYN_000280,BUSINESS,Synthetic Customer 000280,,customer000280@example.invalid,+1-555-0280,380 Fictional Avenue,Test Harbour,TH,SG,SYN0280,SME,MEDIUM,ACTIVE,2024-02-10
CUST_SYN_000281,INDIVIDUAL,Synthetic Customer 000281,1966-06-12,customer000281@example.invalid,+1-555-0281,381 Fictional Avenue,Example City,EX,US,SYN0281,CORPORATE,HIGH,ACTIVE,2024-02-09
CUST_SYN_000282,INDIVIDUAL,Synthetic Customer 000282,1967-07-13,customer000282@example.invalid,+1-555-0282,382 Fictional Avenue,Demo Borough,DM,GB,SYN0282,RETAIL,LOW,ACTIVE,2024-02-08
CUST_SYN_000283,INDIVIDUAL,Synthetic Customer 000283,1968-08-14,customer000283@example.invalid,+1-555-0283,383 Fictional Avenue,Sample Ville,SV,DE,SYN0283,SME,MEDIUM,ACTIVE,2024-02-07
CUST_SYN_000284,BUSINESS,Synthetic Customer 000284,,customer000284@example.invalid,+1-555-0284,384 Fictional Avenue,Test Harbour,TH,SG,SYN0284,CORPORATE,HIGH,ACTIVE,2024-02-06
CUST_SYN_000285,INDIVIDUAL,Synthetic Customer 000285,1970-10-16,customer000285@example.invalid,+1-555-0285,385 Fictional Avenue,Example City,EX,US,SYN0285,RETAIL,LOW,ACTIVE,2024-02-05
CUST_SYN_000286,INDIVIDUAL,Synthetic Customer 000286,1971-11-17,customer000286@example.invalid,+1-555-0286,386 Fictional Avenue,Demo Borough,DM,GB,SYN0286,SME,MEDIUM,ACTIVE,2024-02-04
CUST_SYN_000287,INDIVIDUAL,Synthetic Customer 000287,1972-12-18,customer000287@example.invalid,+1-555-0287,387 Fictional Avenue,Sample Ville,SV,DE,SYN0287,CORPORATE,HIGH,ACTIVE,2024-02-03
CUST_SYN_000288,BUSINESS,Synthetic Customer 000288,,customer000288@example.invalid,+1-555-0288,388 Fictional Avenue,Test Harbour,TH,SG,SYN0288,RETAIL,LOW,ACTIVE,2024-02-02
CUST_SYN_000289,INDIVIDUAL,Synthetic Customer 000289,1974-02-20,customer000289@example.invalid,+1-555-0289,389 Fictional Avenue,Example City,EX,US,SYN0289,SME,MEDIUM,ACTIVE,2024-02-01
CUST_SYN_000290,INDIVIDUAL,Synthetic Customer 000290,1975-03-21,customer000290@example.invalid,+1-555-0290,390 Fictional Avenue,Demo Borough,DM,GB,SYN0290,CORPORATE,HIGH,ACTIVE,2024-01-31
CUST_SYN_000291,INDIVIDUAL,Synthetic Customer 000291,1976-04-22,customer000291@example.invalid,+1-555-0291,391 Fictional Avenue,Sample Ville,SV,DE,SYN0291,RETAIL,LOW,ACTIVE,2024-01-30
CUST_SYN_000292,BUSINESS,Synthetic Customer 000292,,customer000292@example.invalid,+1-555-0292,392 Fictional Avenue,Test Harbour,TH,SG,SYN0292,SME,MEDIUM,ACTIVE,2024-01-29
CUST_SYN_000293,INDIVIDUAL,Synthetic Customer 000293,1978-06-24,customer000293@example.invalid,+1-555-0293,393 Fictional Avenue,Example City,EX,US,SYN0293,CORPORATE,HIGH,ACTIVE,2024-01-28
CUST_SYN_000294,INDIVIDUAL,Synthetic Customer 000294,1979-07-25,customer000294@example.invalid,+1-555-0294,394 Fictional Avenue,Demo Borough,DM,GB,SYN0294,RETAIL,LOW,ACTIVE,2024-01-27
CUST_SYN_000295,INDIVIDUAL,Synthetic Customer 000295,1980-08-26,customer000295@example.invalid,+1-555-0295,395 Fictional Avenue,Sample Ville,SV,DE,SYN0295,SME,MEDIUM,ACTIVE,2024-01-26
CUST_SYN_000296,BUSINESS,Synthetic Customer 000296,,customer000296@example.invalid,+1-555-0296,396 Fictional Avenue,Test Harbour,TH,SG,SYN0296,CORPORATE,HIGH,ACTIVE,2024-01-25
CUST_SYN_000297,INDIVIDUAL,Synthetic Customer 000297,1982-10-01,customer000297@example.invalid,+1-555-0297,397 Fictional Avenue,Example City,EX,US,SYN0297,RETAIL,LOW,ACTIVE,2024-01-24
CUST_SYN_000298,INDIVIDUAL,Synthetic Customer 000298,1983-11-02,customer000298@example.invalid,+1-555-0298,398 Fictional Avenue,Demo Borough,DM,GB,SYN0298,SME,MEDIUM,ACTIVE,2024-01-23
CUST_SYN_000299,INDIVIDUAL,Synthetic Customer 000299,1984-12-03,customer000299@example.invalid,+1-555-0299,399 Fictional Avenue,Sample Ville,SV,DE,SYN0299,CORPORATE,HIGH,ACTIVE,2024-01-22
CUST_SYN_000300,BUSINESS,Synthetic Customer 000300,,customer000300@example.invalid,+1-555-0300,400 Fictional Avenue,Test Harbour,TH,SG,SYN0300,RETAIL,LOW,ACTIVE,2024-01-21
CUST_SYN_000301,INDIVIDUAL,Synthetic Customer 000301,1986-02-05,customer000301@example.invalid,+1-555-0301,401 Fictional Avenue,Example City,EX,US,SYN0301,SME,MEDIUM,ACTIVE,2024-01-20
CUST_SYN_000302,INDIVIDUAL,Synthetic Customer 000302,1987-03-06,customer000302@example.invalid,+1-555-0302,402 Fictional Avenue,Demo Borough,DM,GB,SYN0302,CORPORATE,HIGH,ACTIVE,2024-01-19
CUST_SYN_000303,INDIVIDUAL,Synthetic Customer 000303,1988-04-07,customer000303@example.invalid,+1-555-0303,403 Fictional Avenue,Sample Ville,SV,DE,SYN0303,RETAIL,LOW,ACTIVE,2024-01-18
CUST_SYN_000304,BUSINESS,Synthetic Customer 000304,,customer000304@example.invalid,+1-555-0304,404 Fictional Avenue,Test Harbour,TH,SG,SYN0304,SME,MEDIUM,ACTIVE,2024-01-17
CUST_SYN_000305,INDIVIDUAL,Synthetic Customer 000305,1990-06-09,customer000305@example.invalid,+1-555-0305,405 Fictional Avenue,Example City,EX,US,SYN0305,CORPORATE,HIGH,ACTIVE,2024-01-16
CUST_SYN_000306,INDIVIDUAL,Synthetic Customer 000306,1991-07-10,customer000306@example.invalid,+1-555-0306,406 Fictional Avenue,Demo Borough,DM,GB,SYN0306,RETAIL,LOW,ACTIVE,2024-01-15
CUST_SYN_000307,INDIVIDUAL,Synthetic Customer 000307,1992-08-11,customer000307@example.invalid,+1-555-0307,407 Fictional Avenue,Sample Ville,SV,DE,SYN0307,SME,MEDIUM,ACTIVE,2024-01-14
CUST_SYN_000308,BUSINESS,Synthetic Customer 000308,,customer000308@example.invalid,+1-555-0308,408 Fictional Avenue,Test Harbour,TH,SG,SYN0308,CORPORATE,HIGH,ACTIVE,2024-01-13
CUST_SYN_000309,INDIVIDUAL,Synthetic Customer 000309,1994-10-13,customer000309@example.invalid,+1-555-0309,409 Fictional Avenue,Example City,EX,US,SYN0309,RETAIL,LOW,ACTIVE,2024-01-12
CUST_SYN_000310,INDIVIDUAL,Synthetic Customer 000310,1995-11-14,customer000310@example.invalid,+1-555-0310,410 Fictional Avenue,Demo Borough,DM,GB,SYN0310,SME,MEDIUM,ACTIVE,2024-01-11
CUST_SYN_000311,INDIVIDUAL,Synthetic Customer 000311,1996-12-15,customer000311@example.invalid,+1-555-0311,411 Fictional Avenue,Sample Ville,SV,DE,SYN0311,CORPORATE,HIGH,ACTIVE,2024-01-10
CUST_SYN_000312,BUSINESS,Synthetic Customer 000312,,customer000312@example.invalid,+1-555-0312,412 Fictional Avenue,Test Harbour,TH,SG,SYN0312,RETAIL,LOW,ACTIVE,2024-01-09
CUST_SYN_000313,INDIVIDUAL,Synthetic Customer 000313,1998-02-17,customer000313@example.invalid,+1-555-0313,413 Fictional Avenue,Example City,EX,US,SYN0313,SME,MEDIUM,ACTIVE,2024-01-08
CUST_SYN_000314,INDIVIDUAL,Synthetic Customer 000314,1999-03-18,customer000314@example.invalid,+1-555-0314,414 Fictional Avenue,Demo Borough,DM,GB,SYN0314,CORPORATE,HIGH,ACTIVE,2024-01-07
CUST_SYN_000315,INDIVIDUAL,Synthetic Customer 000315,1965-04-19,customer000315@example.invalid,+1-555-0315,415 Fictional Avenue,Sample Ville,SV,DE,SYN0315,RETAIL,LOW,ACTIVE,2024-01-06
CUST_SYN_000316,BUSINESS,Synthetic Customer 000316,,customer000316@example.invalid,+1-555-0316,416 Fictional Avenue,Test Harbour,TH,SG,SYN0316,SME,MEDIUM,ACTIVE,2024-01-05
CUST_SYN_000317,INDIVIDUAL,Synthetic Customer 000317,1967-06-21,customer000317@example.invalid,+1-555-0317,417 Fictional Avenue,Example City,EX,US,SYN0317,CORPORATE,HIGH,ACTIVE,2024-01-04
CUST_SYN_000318,INDIVIDUAL,Synthetic Customer 000318,1968-07-22,customer000318@example.invalid,+1-555-0318,418 Fictional Avenue,Demo Borough,DM,GB,SYN0318,RETAIL,LOW,ACTIVE,2024-01-03
CUST_SYN_000319,INDIVIDUAL,Synthetic Customer 000319,1969-08-23,customer000319@example.invalid,+1-555-0319,419 Fictional Avenue,Sample Ville,SV,DE,SYN0319,SME,MEDIUM,ACTIVE,2024-01-02
CUST_SYN_000320,BUSINESS,Synthetic Customer 000320,,customer000320@example.invalid,+1-555-0320,420 Fictional Avenue,Test Harbour,TH,SG,SYN0320,CORPORATE,HIGH,ACTIVE,2024-01-01
CUST_SYN_000321,INDIVIDUAL,Synthetic Customer 000321,1971-10-25,customer000321@example.invalid,+1-555-0321,421 Fictional Avenue,Example City,EX,US,SYN0321,RETAIL,LOW,ACTIVE,2023-12-31
CUST_SYN_000322,INDIVIDUAL,Synthetic Customer 000322,1972-11-26,customer000322@example.invalid,+1-555-0322,422 Fictional Avenue,Demo Borough,DM,GB,SYN0322,SME,MEDIUM,ACTIVE,2023-12-30
CUST_SYN_000323,INDIVIDUAL,Synthetic Customer 000323,1973-12-27,customer000323@example.invalid,+1-555-0323,423 Fictional Avenue,Sample Ville,SV,DE,SYN0323,CORPORATE,HIGH,ACTIVE,2023-12-29
CUST_SYN_000324,BUSINESS,Synthetic Customer 000324,,customer000324@example.invalid,+1-555-0324,424 Fictional Avenue,Test Harbour,TH,SG,SYN0324,RETAIL,LOW,ACTIVE,2023-12-28
CUST_SYN_000325,INDIVIDUAL,Synthetic Customer 000325,1975-02-02,customer000325@example.invalid,+1-555-0325,425 Fictional Avenue,Example City,EX,US,SYN0325,SME,MEDIUM,ACTIVE,2023-12-27
CUST_SYN_000326,INDIVIDUAL,Synthetic Customer 000326,1976-03-03,customer000326@example.invalid,+1-555-0326,426 Fictional Avenue,Demo Borough,DM,GB,SYN0326,CORPORATE,HIGH,ACTIVE,2023-12-26
CUST_SYN_000327,INDIVIDUAL,Synthetic Customer 000327,1977-04-04,customer000327@example.invalid,+1-555-0327,427 Fictional Avenue,Sample Ville,SV,DE,SYN0327,RETAIL,LOW,ACTIVE,2023-12-25
CUST_SYN_000328,BUSINESS,Synthetic Customer 000328,,customer000328@example.invalid,+1-555-0328,428 Fictional Avenue,Test Harbour,TH,SG,SYN0328,SME,MEDIUM,ACTIVE,2023-12-24
CUST_SYN_000329,INDIVIDUAL,Synthetic Customer 000329,1979-06-06,customer000329@example.invalid,+1-555-0329,429 Fictional Avenue,Example City,EX,US,SYN0329,CORPORATE,HIGH,ACTIVE,2023-12-23
CUST_SYN_000330,INDIVIDUAL,Synthetic Customer 000330,1980-07-07,customer000330@example.invalid,+1-555-0330,430 Fictional Avenue,Demo Borough,DM,GB,SYN0330,RETAIL,LOW,ACTIVE,2023-12-22
CUST_SYN_000331,INDIVIDUAL,Synthetic Customer 000331,1981-08-08,customer000331@example.invalid,+1-555-0331,431 Fictional Avenue,Sample Ville,SV,DE,SYN0331,SME,MEDIUM,ACTIVE,2023-12-21
CUST_SYN_000332,BUSINESS,Synthetic Customer 000332,,customer000332@example.invalid,+1-555-0332,432 Fictional Avenue,Test Harbour,TH,SG,SYN0332,CORPORATE,HIGH,ACTIVE,2023-12-20
CUST_SYN_000333,INDIVIDUAL,Synthetic Customer 000333,1983-10-10,customer000333@example.invalid,+1-555-0333,433 Fictional Avenue,Example City,EX,US,SYN0333,RETAIL,LOW,ACTIVE,2023-12-19
CUST_SYN_000334,INDIVIDUAL,Synthetic Customer 000334,1984-11-11,customer000334@example.invalid,+1-555-0334,434 Fictional Avenue,Demo Borough,DM,GB,SYN0334,SME,MEDIUM,ACTIVE,2023-12-18
CUST_SYN_000335,INDIVIDUAL,Synthetic Customer 000335,1985-12-12,customer000335@example.invalid,+1-555-0335,435 Fictional Avenue,Sample Ville,SV,DE,SYN0335,CORPORATE,HIGH,ACTIVE,2023-12-17
CUST_SYN_000336,BUSINESS,Synthetic Customer 000336,,customer000336@example.invalid,+1-555-0336,436 Fictional Avenue,Test Harbour,TH,SG,SYN0336,RETAIL,LOW,ACTIVE,2023-12-16
CUST_SYN_000337,INDIVIDUAL,Synthetic Customer 000337,1987-02-14,customer000337@example.invalid,+1-555-0337,437 Fictional Avenue,Example City,EX,US,SYN0337,SME,MEDIUM,ACTIVE,2023-12-15
CUST_SYN_000338,INDIVIDUAL,Synthetic Customer 000338,1988-03-15,customer000338@example.invalid,+1-555-0338,438 Fictional Avenue,Demo Borough,DM,GB,SYN0338,CORPORATE,HIGH,ACTIVE,2023-12-14
CUST_SYN_000339,INDIVIDUAL,Synthetic Customer 000339,1989-04-16,customer000339@example.invalid,+1-555-0339,439 Fictional Avenue,Sample Ville,SV,DE,SYN0339,RETAIL,LOW,ACTIVE,2023-12-13
CUST_SYN_000340,BUSINESS,Synthetic Customer 000340,,customer000340@example.invalid,+1-555-0340,440 Fictional Avenue,Test Harbour,TH,SG,SYN0340,SME,MEDIUM,ACTIVE,2023-12-12
CUST_SYN_000341,INDIVIDUAL,Synthetic Customer 000341,1991-06-18,customer000341@example.invalid,+1-555-0341,441 Fictional Avenue,Example City,EX,US,SYN0341,CORPORATE,HIGH,ACTIVE,2023-12-11
CUST_SYN_000342,INDIVIDUAL,Synthetic Customer 000342,1992-07-19,customer000342@example.invalid,+1-555-0342,442 Fictional Avenue,Demo Borough,DM,GB,SYN0342,RETAIL,LOW,ACTIVE,2023-12-10
CUST_SYN_000343,INDIVIDUAL,Synthetic Customer 000343,1993-08-20,customer000343@example.invalid,+1-555-0343,443 Fictional Avenue,Sample Ville,SV,DE,SYN0343,SME,MEDIUM,ACTIVE,2023-12-09
CUST_SYN_000344,BUSINESS,Synthetic Customer 000344,,customer000344@example.invalid,+1-555-0344,444 Fictional Avenue,Test Harbour,TH,SG,SYN0344,CORPORATE,HIGH,ACTIVE,2023-12-08
CUST_SYN_000345,INDIVIDUAL,Synthetic Customer 000345,1995-10-22,customer000345@example.invalid,+1-555-0345,445 Fictional Avenue,Example City,EX,US,SYN0345,RETAIL,LOW,ACTIVE,2023-12-07
CUST_SYN_000346,INDIVIDUAL,Synthetic Customer 000346,1996-11-23,customer000346@example.invalid,+1-555-0346,446 Fictional Avenue,Demo Borough,DM,GB,SYN0346,SME,MEDIUM,ACTIVE,2023-12-06
CUST_SYN_000347,INDIVIDUAL,Synthetic Customer 000347,1997-12-24,customer000347@example.invalid,+1-555-0347,447 Fictional Avenue,Sample Ville,SV,DE,SYN0347,CORPORATE,HIGH,ACTIVE,2023-12-05
CUST_SYN_000348,BUSINESS,Synthetic Customer 000348,,customer000348@example.invalid,+1-555-0348,448 Fictional Avenue,Test Harbour,TH,SG,SYN0348,RETAIL,LOW,ACTIVE,2023-12-04
CUST_SYN_000349,INDIVIDUAL,Synthetic Customer 000349,1999-02-26,customer000349@example.invalid,+1-555-0349,449 Fictional Avenue,Example City,EX,US,SYN0349,SME,MEDIUM,ACTIVE,2023-12-03
CUST_SYN_000350,INDIVIDUAL,Synthetic Customer 000350,1965-03-27,customer000350@example.invalid,+1-555-0350,450 Fictional Avenue,Demo Borough,DM,GB,SYN0350,CORPORATE,HIGH,ACTIVE,2023-12-02
CUST_SYN_000351,INDIVIDUAL,Synthetic Customer 000351,1966-04-01,customer000351@example.invalid,+1-555-0351,451 Fictional Avenue,Sample Ville,SV,DE,SYN0351,RETAIL,LOW,ACTIVE,2023-12-01
CUST_SYN_000352,BUSINESS,Synthetic Customer 000352,,customer000352@example.invalid,+1-555-0352,452 Fictional Avenue,Test Harbour,TH,SG,SYN0352,SME,MEDIUM,ACTIVE,2023-11-30
CUST_SYN_000353,INDIVIDUAL,Synthetic Customer 000353,1968-06-03,customer000353@example.invalid,+1-555-0353,453 Fictional Avenue,Example City,EX,US,SYN0353,CORPORATE,HIGH,ACTIVE,2023-11-29
CUST_SYN_000354,INDIVIDUAL,Synthetic Customer 000354,1969-07-04,customer000354@example.invalid,+1-555-0354,454 Fictional Avenue,Demo Borough,DM,GB,SYN0354,RETAIL,LOW,ACTIVE,2023-11-28
CUST_SYN_000355,INDIVIDUAL,Synthetic Customer 000355,1970-08-05,customer000355@example.invalid,+1-555-0355,455 Fictional Avenue,Sample Ville,SV,DE,SYN0355,SME,MEDIUM,ACTIVE,2023-11-27
CUST_SYN_000356,BUSINESS,Synthetic Customer 000356,,customer000356@example.invalid,+1-555-0356,456 Fictional Avenue,Test Harbour,TH,SG,SYN0356,CORPORATE,HIGH,ACTIVE,2023-11-26
CUST_SYN_000357,INDIVIDUAL,Synthetic Customer 000357,1972-10-07,customer000357@example.invalid,+1-555-0357,457 Fictional Avenue,Example City,EX,US,SYN0357,RETAIL,LOW,ACTIVE,2023-11-25
CUST_SYN_000358,INDIVIDUAL,Synthetic Customer 000358,1973-11-08,customer000358@example.invalid,+1-555-0358,458 Fictional Avenue,Demo Borough,DM,GB,SYN0358,SME,MEDIUM,ACTIVE,2023-11-24
CUST_SYN_000359,INDIVIDUAL,Synthetic Customer 000359,1974-12-09,customer000359@example.invalid,+1-555-0359,459 Fictional Avenue,Sample Ville,SV,DE,SYN0359,CORPORATE,HIGH,ACTIVE,2023-11-23
CUST_SYN_000360,BUSINESS,Synthetic Customer 000360,,customer000360@example.invalid,+1-555-0360,460 Fictional Avenue,Test Harbour,TH,SG,SYN0360,RETAIL,LOW,ACTIVE,2023-11-22
CUST_SYN_000361,INDIVIDUAL,Synthetic Customer 000361,1976-02-11,customer000361@example.invalid,+1-555-0361,461 Fictional Avenue,Example City,EX,US,SYN0361,SME,MEDIUM,ACTIVE,2023-11-21
CUST_SYN_000362,INDIVIDUAL,Synthetic Customer 000362,1977-03-12,customer000362@example.invalid,+1-555-0362,462 Fictional Avenue,Demo Borough,DM,GB,SYN0362,CORPORATE,HIGH,ACTIVE,2023-11-20
CUST_SYN_000363,INDIVIDUAL,Synthetic Customer 000363,1978-04-13,customer000363@example.invalid,+1-555-0363,463 Fictional Avenue,Sample Ville,SV,DE,SYN0363,RETAIL,LOW,ACTIVE,2023-11-19
CUST_SYN_000364,BUSINESS,Synthetic Customer 000364,,customer000364@example.invalid,+1-555-0364,464 Fictional Avenue,Test Harbour,TH,SG,SYN0364,SME,MEDIUM,ACTIVE,2023-11-18
CUST_SYN_000365,INDIVIDUAL,Synthetic Customer 000365,1980-06-15,customer000365@example.invalid,+1-555-0365,465 Fictional Avenue,Example City,EX,US,SYN0365,CORPORATE,HIGH,ACTIVE,2023-11-17
CUST_SYN_000366,INDIVIDUAL,Synthetic Customer 000366,1981-07-16,customer000366@example.invalid,+1-555-0366,466 Fictional Avenue,Demo Borough,DM,GB,SYN0366,RETAIL,LOW,ACTIVE,2023-11-16
CUST_SYN_000367,INDIVIDUAL,Synthetic Customer 000367,1982-08-17,customer000367@example.invalid,+1-555-0367,467 Fictional Avenue,Sample Ville,SV,DE,SYN0367,SME,MEDIUM,ACTIVE,2023-11-15
CUST_SYN_000368,BUSINESS,Synthetic Customer 000368,,customer000368@example.invalid,+1-555-0368,468 Fictional Avenue,Test Harbour,TH,SG,SYN0368,CORPORATE,HIGH,ACTIVE,2023-11-14
CUST_SYN_000369,INDIVIDUAL,Synthetic Customer 000369,1984-10-19,customer000369@example.invalid,+1-555-0369,469 Fictional Avenue,Example City,EX,US,SYN0369,RETAIL,LOW,ACTIVE,2023-11-13
CUST_SYN_000370,INDIVIDUAL,Synthetic Customer 000370,1985-11-20,customer000370@example.invalid,+1-555-0370,470 Fictional Avenue,Demo Borough,DM,GB,SYN0370,SME,MEDIUM,ACTIVE,2023-11-12
CUST_SYN_000371,INDIVIDUAL,Synthetic Customer 000371,1986-12-21,customer000371@example.invalid,+1-555-0371,471 Fictional Avenue,Sample Ville,SV,DE,SYN0371,CORPORATE,HIGH,ACTIVE,2023-11-11
CUST_SYN_000372,BUSINESS,Synthetic Customer 000372,,customer000372@example.invalid,+1-555-0372,472 Fictional Avenue,Test Harbour,TH,SG,SYN0372,RETAIL,LOW,ACTIVE,2023-11-10
CUST_SYN_000373,INDIVIDUAL,Synthetic Customer 000373,1988-02-23,customer000373@example.invalid,+1-555-0373,473 Fictional Avenue,Example City,EX,US,SYN0373,SME,MEDIUM,ACTIVE,2023-11-09
CUST_SYN_000374,INDIVIDUAL,Synthetic Customer 000374,1989-03-24,customer000374@example.invalid,+1-555-0374,474 Fictional Avenue,Demo Borough,DM,GB,SYN0374,CORPORATE,HIGH,ACTIVE,2023-11-08
CUST_SYN_000375,INDIVIDUAL,Synthetic Customer 000375,1990-04-25,customer000375@example.invalid,+1-555-0375,475 Fictional Avenue,Sample Ville,SV,DE,SYN0375,RETAIL,LOW,ACTIVE,2023-11-07
CUST_SYN_000376,BUSINESS,Synthetic Customer 000376,,customer000376@example.invalid,+1-555-0376,476 Fictional Avenue,Test Harbour,TH,SG,SYN0376,SME,MEDIUM,ACTIVE,2023-11-06
